,size_mb,database
2414,4.39,CMMD
2415,4.39,CMMD
2416,4.39,CMMD
2417,4.39,CMMD
2418,4.39,CMMD
2419,4.39,CMMD
2420,4.39,CMMD
2421,4.39,CMMD
2422,4.39,CMMD
2423,4.39,CMMD
2424,4.39,CMMD
2425,4.39,CMMD
2426,4.39,CMMD
2427,4.39,CMMD
2428,4.39,CMMD
2429,4.39,CMMD
2430,4.39,CMMD
2431,4.39,CMMD
2432,4.39,CMMD
2433,4.39,CMMD
2434,4.39,CMMD
2435,4.39,CMMD
2436,4.39,CMMD
2437,4.39,CMMD
2438,4.39,CMMD
2439,4.39,CMMD
2440,4.39,CMMD
2441,4.39,CMMD
2442,4.39,CMMD
2443,4.39,CMMD
2444,4.39,CMMD
2445,4.39,CMMD
2446,4.39,CMMD
2447,4.39,CMMD
2448,4.39,CMMD
2449,4.39,CMMD
2450,4.39,CMMD
2451,4.39,CMMD
2452,4.39,CMMD
2453,4.39,CMMD
2454,4.39,CMMD
2455,4.39,CMMD
2456,4.39,CMMD
2457,4.39,CMMD
2458,4.39,CMMD
2459,4.39,CMMD
2460,4.39,CMMD
2461,4.39,CMMD
2462,4.39,CMMD
2463,4.39,CMMD
2464,4.39,CMMD
2465,4.39,CMMD
2466,4.39,CMMD
2467,4.39,CMMD
2468,4.39,CMMD
2469,4.39,CMMD
2470,4.39,CMMD
2471,4.39,CMMD
2472,4.39,CMMD
2473,4.39,CMMD
2474,4.39,CMMD
2475,4.39,CMMD
2476,4.39,CMMD
2477,4.39,CMMD
2478,4.39,CMMD
2479,4.39,CMMD
2480,4.39,CMMD
2481,4.39,CMMD
2482,4.39,CMMD
2483,4.39,CMMD
2484,4.39,CMMD
2485,4.39,CMMD
2486,4.39,CMMD
2487,4.39,CMMD
2488,4.39,CMMD
2489,4.39,CMMD
2490,4.39,CMMD
2491,4.39,CMMD
2492,4.39,CMMD
2493,4.39,CMMD
2494,4.39,CMMD
2495,4.39,CMMD
2496,4.39,CMMD
2497,4.39,CMMD
2498,4.39,CMMD
2499,4.39,CMMD
2500,4.39,CMMD
2501,4.39,CMMD
2502,4.39,CMMD
2503,4.39,CMMD
2504,4.39,CMMD
2505,4.39,CMMD
2506,4.39,CMMD
2507,4.39,CMMD
2508,4.39,CMMD
2509,4.39,CMMD
2510,4.39,CMMD
2511,4.39,CMMD
2512,4.39,CMMD
2513,4.39,CMMD
2514,4.39,CMMD
2515,4.39,CMMD
2516,4.39,CMMD
2517,4.39,CMMD
2518,4.39,CMMD
2519,4.39,CMMD
2520,4.39,CMMD
2521,4.39,CMMD
2522,4.39,CMMD
2523,4.39,CMMD
2524,4.39,CMMD
2525,4.39,CMMD
2526,4.39,CMMD
2527,4.39,CMMD
2528,4.39,CMMD
2529,4.39,CMMD
2530,4.39,CMMD
2531,4.39,CMMD
2532,4.39,CMMD
2533,4.39,CMMD
2534,4.39,CMMD
2535,4.39,CMMD
2536,4.39,CMMD
2537,4.39,CMMD
2538,4.39,CMMD
2539,4.39,CMMD
2540,4.39,CMMD
2541,4.39,CMMD
2542,4.39,CMMD
2543,4.39,CMMD
2544,4.39,CMMD
2545,4.39,CMMD
2546,4.39,CMMD
2547,4.39,CMMD
2548,4.39,CMMD
2549,4.39,CMMD
2550,4.39,CMMD
2551,4.39,CMMD
2552,4.39,CMMD
2553,4.39,CMMD
2554,4.39,CMMD
2555,4.39,CMMD
2556,4.39,CMMD
2557,4.39,CMMD
2558,4.39,CMMD
2559,4.39,CMMD
2560,4.39,CMMD
2561,4.39,CMMD
2562,4.39,CMMD
2563,4.39,CMMD
2564,4.39,CMMD
2565,4.39,CMMD
2566,4.39,CMMD
2567,4.39,CMMD
2568,4.39,CMMD
2569,4.39,CMMD
2570,4.39,CMMD
2571,4.39,CMMD
2572,4.39,CMMD
2573,4.39,CMMD
2574,4.39,CMMD
2575,4.39,CMMD
2576,4.39,CMMD
2577,4.39,CMMD
2578,4.39,CMMD
2579,4.39,CMMD
2580,4.39,CMMD
2581,4.39,CMMD
2582,4.39,CMMD
2583,4.39,CMMD
2584,4.39,CMMD
2585,4.39,CMMD
2586,4.39,CMMD
2587,4.39,CMMD
2588,4.39,CMMD
2589,4.39,CMMD
2590,4.39,CMMD
2591,4.39,CMMD
2592,4.39,CMMD
2593,4.39,CMMD
2594,4.39,CMMD
2595,4.39,CMMD
2596,4.39,CMMD
2597,4.39,CMMD
2598,4.39,CMMD
2599,4.39,CMMD
2600,4.39,CMMD
2601,4.39,CMMD
2602,4.39,CMMD
2603,4.39,CMMD
2604,4.39,CMMD
2605,4.39,CMMD
2606,4.39,CMMD
2607,4.39,CMMD
2608,4.39,CMMD
2609,4.39,CMMD
2610,4.39,CMMD
2611,4.39,CMMD
2612,4.39,CMMD
2613,4.39,CMMD
2614,4.39,CMMD
2615,4.39,CMMD
2616,4.39,CMMD
2617,4.39,CMMD
2618,4.39,CMMD
2619,4.39,CMMD
2620,4.39,CMMD
2621,4.39,CMMD
2622,4.39,CMMD
2623,4.39,CMMD
2624,4.39,CMMD
2625,4.39,CMMD
2626,4.39,CMMD
2627,4.39,CMMD
2628,4.39,CMMD
2629,4.39,CMMD
2630,4.39,CMMD
2631,4.39,CMMD
2632,4.39,CMMD
2633,4.39,CMMD
2634,4.39,CMMD
2635,4.39,CMMD
2636,4.39,CMMD
2637,4.39,CMMD
2638,4.39,CMMD
2639,4.39,CMMD
2640,4.39,CMMD
2641,4.39,CMMD
2642,4.39,CMMD
2643,4.39,CMMD
2644,4.39,CMMD
2645,4.39,CMMD
2646,4.39,CMMD
2647,4.39,CMMD
2648,4.39,CMMD
2649,4.39,CMMD
2650,4.39,CMMD
2651,4.39,CMMD
2652,4.39,CMMD
2653,4.39,CMMD
2654,4.39,CMMD
2655,4.39,CMMD
2656,4.39,CMMD
2657,4.39,CMMD
2658,4.39,CMMD
2659,4.39,CMMD
2660,4.39,CMMD
2661,4.39,CMMD
2662,4.39,CMMD
2663,4.39,CMMD
2664,4.39,CMMD
2665,4.39,CMMD
2666,4.39,CMMD
2667,4.39,CMMD
2668,4.39,CMMD
2669,4.39,CMMD
2670,4.39,CMMD
2671,4.39,CMMD
2672,4.39,CMMD
2673,4.39,CMMD
2674,4.39,CMMD
2675,4.39,CMMD
2676,4.39,CMMD
2677,4.39,CMMD
2678,4.39,CMMD
2679,4.39,CMMD
2680,4.39,CMMD
2681,4.39,CMMD
2682,4.39,CMMD
2683,4.39,CMMD
2684,4.39,CMMD
2685,4.39,CMMD
2686,4.39,CMMD
2687,4.39,CMMD
2688,4.39,CMMD
2689,4.39,CMMD
2690,4.39,CMMD
2691,4.39,CMMD
2692,4.39,CMMD
2693,4.39,CMMD
2694,4.39,CMMD
2695,4.39,CMMD
2696,4.39,CMMD
2697,4.39,CMMD
2698,4.39,CMMD
2699,4.39,CMMD
2700,4.39,CMMD
2701,4.39,CMMD
2702,4.39,CMMD
2703,4.39,CMMD
2704,4.39,CMMD
2705,4.39,CMMD
2706,4.39,CMMD
2707,4.39,CMMD
2708,4.39,CMMD
2709,4.39,CMMD
2710,4.39,CMMD
2711,4.39,CMMD
2712,4.39,CMMD
2713,4.39,CMMD
2714,4.39,CMMD
2715,4.39,CMMD
2716,4.39,CMMD
2717,4.39,CMMD
2718,4.39,CMMD
2719,4.39,CMMD
2720,4.39,CMMD
2721,4.39,CMMD
2722,4.39,CMMD
2723,4.39,CMMD
2724,4.39,CMMD
2725,4.39,CMMD
2726,4.39,CMMD
2727,4.39,CMMD
2728,4.39,CMMD
2729,4.39,CMMD
2730,4.39,CMMD
2731,4.39,CMMD
2732,4.39,CMMD
2733,4.39,CMMD
2734,4.39,CMMD
2735,4.39,CMMD
2736,4.39,CMMD
2737,4.39,CMMD
2738,4.39,CMMD
2739,4.39,CMMD
2740,4.39,CMMD
2741,4.39,CMMD
2742,4.39,CMMD
2743,4.39,CMMD
2744,4.39,CMMD
2745,4.39,CMMD
2746,4.39,CMMD
2747,4.39,CMMD
2748,4.39,CMMD
2749,4.39,CMMD
2750,4.39,CMMD
2751,4.39,CMMD
2752,4.39,CMMD
2753,4.39,CMMD
2754,4.39,CMMD
2755,4.39,CMMD
2756,4.39,CMMD
2757,4.39,CMMD
2758,4.39,CMMD
2759,4.39,CMMD
2760,4.39,CMMD
2761,4.39,CMMD
2762,4.39,CMMD
2763,4.39,CMMD
2764,4.39,CMMD
2765,4.39,CMMD
2766,4.39,CMMD
2767,4.39,CMMD
2768,4.39,CMMD
2769,4.39,CMMD
2770,4.39,CMMD
2771,4.39,CMMD
2772,4.39,CMMD
2773,4.39,CMMD
2774,4.39,CMMD
2775,4.39,CMMD
2776,4.39,CMMD
2777,4.39,CMMD
2778,4.39,CMMD
2779,4.39,CMMD
2780,4.39,CMMD
2781,4.39,CMMD
2782,4.39,CMMD
2783,4.39,CMMD
2784,4.39,CMMD
2785,4.39,CMMD
2786,4.39,CMMD
2787,4.39,CMMD
2788,4.39,CMMD
2789,4.39,CMMD
2790,4.39,CMMD
2791,4.39,CMMD
2792,4.39,CMMD
2793,4.39,CMMD
2794,4.39,CMMD
2795,4.39,CMMD
2796,4.39,CMMD
2797,4.39,CMMD
2798,4.39,CMMD
2799,4.39,CMMD
2800,4.39,CMMD
2801,4.39,CMMD
2802,4.39,CMMD
2803,4.39,CMMD
2804,4.39,CMMD
2805,4.39,CMMD
2806,4.39,CMMD
2807,4.39,CMMD
2808,4.39,CMMD
2809,4.39,CMMD
2810,4.39,CMMD
2811,4.39,CMMD
2812,4.39,CMMD
2813,4.39,CMMD
2814,4.39,CMMD
2815,4.39,CMMD
2816,4.39,CMMD
2817,4.39,CMMD
2818,4.39,CMMD
2819,4.39,CMMD
2820,4.39,CMMD
2821,4.39,CMMD
2822,4.39,CMMD
2823,4.39,CMMD
2824,4.39,CMMD
2825,4.39,CMMD
2826,4.39,CMMD
2827,4.39,CMMD
2828,4.39,CMMD
2829,4.39,CMMD
2830,4.39,CMMD
2831,4.39,CMMD
2832,4.39,CMMD
2833,4.39,CMMD
2834,4.39,CMMD
2835,4.39,CMMD
2836,4.39,CMMD
2837,4.39,CMMD
2838,4.39,CMMD
2839,4.39,CMMD
2840,4.39,CMMD
2841,4.39,CMMD
2842,4.39,CMMD
2843,4.39,CMMD
2844,4.39,CMMD
2845,4.39,CMMD
2846,4.39,CMMD
2847,4.39,CMMD
2848,4.39,CMMD
2849,4.39,CMMD
2850,4.39,CMMD
2851,4.39,CMMD
2852,4.39,CMMD
2853,4.39,CMMD
2854,4.39,CMMD
2855,4.39,CMMD
2856,4.39,CMMD
2857,4.39,CMMD
2858,4.39,CMMD
2859,4.39,CMMD
2860,4.39,CMMD
2861,4.39,CMMD
2862,4.39,CMMD
2863,4.39,CMMD
2864,4.39,CMMD
2865,4.39,CMMD
2866,4.39,CMMD
2867,4.39,CMMD
2868,4.39,CMMD
2869,4.39,CMMD
2870,4.39,CMMD
2871,4.39,CMMD
2872,4.39,CMMD
2873,4.39,CMMD
2874,4.39,CMMD
2875,4.39,CMMD
2876,4.39,CMMD
2877,4.39,CMMD
2878,4.39,CMMD
2879,4.39,CMMD
2880,4.39,CMMD
2881,4.39,CMMD
2882,4.39,CMMD
2883,4.39,CMMD
2884,4.39,CMMD
2885,4.39,CMMD
2886,4.39,CMMD
2887,4.39,CMMD
2888,4.39,CMMD
2889,4.39,CMMD
2890,4.39,CMMD
2891,4.39,CMMD
2892,4.39,CMMD
2893,4.39,CMMD
2894,4.39,CMMD
2895,4.39,CMMD
2896,4.39,CMMD
2897,4.39,CMMD
2898,4.39,CMMD
2899,4.39,CMMD
2900,4.39,CMMD
2901,4.39,CMMD
2902,4.39,CMMD
2903,4.39,CMMD
2904,4.39,CMMD
2905,4.39,CMMD
2906,4.39,CMMD
2907,4.39,CMMD
2908,4.39,CMMD
2909,4.39,CMMD
2910,4.39,CMMD
2911,4.39,CMMD
2912,4.39,CMMD
2913,4.39,CMMD
2914,4.39,CMMD
2915,4.39,CMMD
2916,4.39,CMMD
2917,4.39,CMMD
2918,4.39,CMMD
2919,4.39,CMMD
2920,4.39,CMMD
2921,4.39,CMMD
2922,4.39,CMMD
2923,4.39,CMMD
2924,4.39,CMMD
2925,4.39,CMMD
2926,4.39,CMMD
2927,4.39,CMMD
2928,4.39,CMMD
2929,4.39,CMMD
2930,4.39,CMMD
2931,4.39,CMMD
2932,4.39,CMMD
2933,4.39,CMMD
2934,4.39,CMMD
2935,4.39,CMMD
2936,4.39,CMMD
2937,4.39,CMMD
2938,4.39,CMMD
2939,4.39,CMMD
2940,4.39,CMMD
2941,4.39,CMMD
2942,4.39,CMMD
2943,4.39,CMMD
2944,4.39,CMMD
2945,4.39,CMMD
2946,4.39,CMMD
2947,4.39,CMMD
2948,4.39,CMMD
2949,4.39,CMMD
2950,4.39,CMMD
2951,4.39,CMMD
2952,4.39,CMMD
2953,4.39,CMMD
2954,4.39,CMMD
2955,4.39,CMMD
2956,4.39,CMMD
2957,4.39,CMMD
2958,4.39,CMMD
2959,4.39,CMMD
2960,4.39,CMMD
2961,4.39,CMMD
2962,4.39,CMMD
2963,4.39,CMMD
2964,4.39,CMMD
2965,4.39,CMMD
2966,4.39,CMMD
2967,4.39,CMMD
2968,4.39,CMMD
2969,4.39,CMMD
2970,4.39,CMMD
2971,4.39,CMMD
2972,4.39,CMMD
2973,4.39,CMMD
2974,4.39,CMMD
2975,4.39,CMMD
2976,4.39,CMMD
2977,4.39,CMMD
2978,4.39,CMMD
2979,4.39,CMMD
2980,4.39,CMMD
2981,4.39,CMMD
2982,4.39,CMMD
2983,4.39,CMMD
2984,4.39,CMMD
2985,4.39,CMMD
2986,4.39,CMMD
2987,4.39,CMMD
2988,4.39,CMMD
2989,4.39,CMMD
2990,4.39,CMMD
2991,4.39,CMMD
2992,4.39,CMMD
2993,4.39,CMMD
2994,4.39,CMMD
2995,4.39,CMMD
2996,4.39,CMMD
2997,4.39,CMMD
2998,4.39,CMMD
2999,4.39,CMMD
3000,4.39,CMMD
3001,4.39,CMMD
3002,4.39,CMMD
3003,4.39,CMMD
3004,4.39,CMMD
3005,4.39,CMMD
3006,4.39,CMMD
3007,4.39,CMMD
3008,4.39,CMMD
3009,4.39,CMMD
3010,4.39,CMMD
3011,4.39,CMMD
3012,4.39,CMMD
3013,4.39,CMMD
3014,4.39,CMMD
3015,4.39,CMMD
3016,4.39,CMMD
3017,4.39,CMMD
3018,4.39,CMMD
3019,4.39,CMMD
3020,4.39,CMMD
3021,4.39,CMMD
3022,4.39,CMMD
3023,4.39,CMMD
3024,4.39,CMMD
3025,4.39,CMMD
3026,4.39,CMMD
3027,4.39,CMMD
3028,4.39,CMMD
3029,4.39,CMMD
3030,4.39,CMMD
3031,4.39,CMMD
3032,4.39,CMMD
3033,4.39,CMMD
3034,4.39,CMMD
3035,4.39,CMMD
3036,4.39,CMMD
3037,4.39,CMMD
3038,4.39,CMMD
3039,4.39,CMMD
3040,4.39,CMMD
3041,4.39,CMMD
3042,4.39,CMMD
3043,4.39,CMMD
3044,4.39,CMMD
3045,4.39,CMMD
3046,4.39,CMMD
3047,4.39,CMMD
3048,4.39,CMMD
3049,4.39,CMMD
3050,4.39,CMMD
3051,4.39,CMMD
3052,4.39,CMMD
3053,4.39,CMMD
3054,4.39,CMMD
3055,4.39,CMMD
3056,4.39,CMMD
3057,4.39,CMMD
3058,4.39,CMMD
3059,4.39,CMMD
3060,4.39,CMMD
3061,4.39,CMMD
3062,4.39,CMMD
3063,4.39,CMMD
3064,4.39,CMMD
3065,4.39,CMMD
3066,4.39,CMMD
3067,4.39,CMMD
3068,4.39,CMMD
3069,4.39,CMMD
3070,4.39,CMMD
3071,4.39,CMMD
3072,4.39,CMMD
3073,4.39,CMMD
3074,4.39,CMMD
3075,4.39,CMMD
3076,4.39,CMMD
3077,4.39,CMMD
3078,4.39,CMMD
3079,4.39,CMMD
3080,4.39,CMMD
3081,4.39,CMMD
3082,4.39,CMMD
3083,4.39,CMMD
3084,4.39,CMMD
3085,4.39,CMMD
3086,4.39,CMMD
3087,4.39,CMMD
3088,4.39,CMMD
3089,4.39,CMMD
3090,4.39,CMMD
3091,4.39,CMMD
3092,4.39,CMMD
3093,4.39,CMMD
3094,4.39,CMMD
3095,4.39,CMMD
3096,4.39,CMMD
3097,4.39,CMMD
3098,4.39,CMMD
3099,4.39,CMMD
3100,4.39,CMMD
3101,4.39,CMMD
3102,4.39,CMMD
3103,4.39,CMMD
3104,4.39,CMMD
3105,4.39,CMMD
3106,4.39,CMMD
3107,4.39,CMMD
3108,4.39,CMMD
3109,4.39,CMMD
3110,4.39,CMMD
3111,4.39,CMMD
3112,4.39,CMMD
3113,4.39,CMMD
3114,4.39,CMMD
3115,4.39,CMMD
3116,4.39,CMMD
3117,4.39,CMMD
3118,4.39,CMMD
3119,4.39,CMMD
3120,4.39,CMMD
3121,4.39,CMMD
3122,4.39,CMMD
3123,4.39,CMMD
3124,4.39,CMMD
3125,4.39,CMMD
3126,4.39,CMMD
3127,4.39,CMMD
3128,4.39,CMMD
3129,4.39,CMMD
3130,4.39,CMMD
3131,4.39,CMMD
3132,4.39,CMMD
3133,4.39,CMMD
3134,4.39,CMMD
3135,4.39,CMMD
3136,4.39,CMMD
3137,4.39,CMMD
3138,4.39,CMMD
3139,4.39,CMMD
3140,4.39,CMMD
3141,4.39,CMMD
3142,4.39,CMMD
3143,4.39,CMMD
3144,4.39,CMMD
3145,4.39,CMMD
3146,4.39,CMMD
3147,4.39,CMMD
3148,4.39,CMMD
3149,4.39,CMMD
3150,4.39,CMMD
3151,4.39,CMMD
3152,4.39,CMMD
3153,4.39,CMMD
3154,4.39,CMMD
3155,4.39,CMMD
3156,4.39,CMMD
3157,4.39,CMMD
3158,4.39,CMMD
3159,4.39,CMMD
3160,4.39,CMMD
3161,4.39,CMMD
3162,4.39,CMMD
3163,4.39,CMMD
3164,4.39,CMMD
3165,4.39,CMMD
3166,4.39,CMMD
3167,4.39,CMMD
3168,4.39,CMMD
3169,4.39,CMMD
3170,4.39,CMMD
3171,4.39,CMMD
3172,4.39,CMMD
3173,4.39,CMMD
3174,4.39,CMMD
3175,4.39,CMMD
3176,4.39,CMMD
3177,4.39,CMMD
3178,4.39,CMMD
3179,4.39,CMMD
3180,4.39,CMMD
3181,4.39,CMMD
3182,4.39,CMMD
3183,4.39,CMMD
3184,4.39,CMMD
3185,4.39,CMMD
3186,4.39,CMMD
3187,4.39,CMMD
3188,4.39,CMMD
3189,4.39,CMMD
3190,4.39,CMMD
3191,4.39,CMMD
3192,4.39,CMMD
3193,4.39,CMMD
3194,4.39,CMMD
3195,4.39,CMMD
3196,4.39,CMMD
3197,4.39,CMMD
3198,4.39,CMMD
3199,4.39,CMMD
3200,4.39,CMMD
3201,4.39,CMMD
3202,4.39,CMMD
3203,4.39,CMMD
3204,4.39,CMMD
3205,4.39,CMMD
3206,4.39,CMMD
3207,4.39,CMMD
3208,4.39,CMMD
3209,4.39,CMMD
3210,4.39,CMMD
3211,4.39,CMMD
3212,4.39,CMMD
3213,4.39,CMMD
3214,4.39,CMMD
3215,4.39,CMMD
3216,4.39,CMMD
3217,4.39,CMMD
3218,4.39,CMMD
3219,4.39,CMMD
3220,4.39,CMMD
3221,4.39,CMMD
3222,4.39,CMMD
3223,4.39,CMMD
3224,4.39,CMMD
3225,4.39,CMMD
3226,4.39,CMMD
3227,4.39,CMMD
3228,4.39,CMMD
3229,4.39,CMMD
3230,4.39,CMMD
3231,4.39,CMMD
3232,4.39,CMMD
3233,4.39,CMMD
3234,4.39,CMMD
3235,4.39,CMMD
3236,4.39,CMMD
3237,4.39,CMMD
3238,4.39,CMMD
3239,4.39,CMMD
3240,4.39,CMMD
3241,4.39,CMMD
3242,4.39,CMMD
3243,4.39,CMMD
3244,4.39,CMMD
3245,4.39,CMMD
3246,4.39,CMMD
3247,4.39,CMMD
3248,4.39,CMMD
3249,4.39,CMMD
3250,4.39,CMMD
3251,4.39,CMMD
3252,4.39,CMMD
3253,4.39,CMMD
3254,4.39,CMMD
3255,4.39,CMMD
3256,4.39,CMMD
3257,4.39,CMMD
3258,4.39,CMMD
3259,4.39,CMMD
3260,4.39,CMMD
3261,4.39,CMMD
3262,4.39,CMMD
3263,4.39,CMMD
3264,4.39,CMMD
3265,4.39,CMMD
3266,4.39,CMMD
3267,4.39,CMMD
3268,4.39,CMMD
3269,4.39,CMMD
3270,4.39,CMMD
3271,4.39,CMMD
3272,4.39,CMMD
3273,4.39,CMMD
3274,4.39,CMMD
3275,4.39,CMMD
3276,4.39,CMMD
3277,4.39,CMMD
3278,4.39,CMMD
3279,4.39,CMMD
3280,4.39,CMMD
3281,4.39,CMMD
3282,4.39,CMMD
3283,4.39,CMMD
3284,4.39,CMMD
3285,4.39,CMMD
3286,4.39,CMMD
3287,4.39,CMMD
3288,4.39,CMMD
3289,4.39,CMMD
3290,4.39,CMMD
3291,4.39,CMMD
3292,4.39,CMMD
3293,4.39,CMMD
3294,4.39,CMMD
3295,4.39,CMMD
3296,4.39,CMMD
3297,4.39,CMMD
3298,4.39,CMMD
3299,4.39,CMMD
3300,4.39,CMMD
3301,4.39,CMMD
3302,4.39,CMMD
3303,4.39,CMMD
3304,4.39,CMMD
3305,4.39,CMMD
3306,4.39,CMMD
3307,4.39,CMMD
3308,4.39,CMMD
3309,4.39,CMMD
3310,4.39,CMMD
3311,4.39,CMMD
3312,4.39,CMMD
3313,4.39,CMMD
3314,4.39,CMMD
3315,4.39,CMMD
3316,4.39,CMMD
3317,4.39,CMMD
3318,4.39,CMMD
3319,4.39,CMMD
3320,4.39,CMMD
3321,4.39,CMMD
3322,4.39,CMMD
3323,4.39,CMMD
3324,4.39,CMMD
3325,4.39,CMMD
3326,4.39,CMMD
3327,4.39,CMMD
3328,4.39,CMMD
3329,4.39,CMMD
3330,4.39,CMMD
3331,4.39,CMMD
3332,4.39,CMMD
3333,4.39,CMMD
3334,4.39,CMMD
3335,4.39,CMMD
3336,4.39,CMMD
3337,4.39,CMMD
3338,4.39,CMMD
3339,4.39,CMMD
3340,4.39,CMMD
3341,4.39,CMMD
3342,4.39,CMMD
3343,4.39,CMMD
3344,4.39,CMMD
3345,4.39,CMMD
3346,4.39,CMMD
3347,4.39,CMMD
3348,4.39,CMMD
3349,4.39,CMMD
3350,4.39,CMMD
3351,4.39,CMMD
3352,4.39,CMMD
3353,4.39,CMMD
3354,4.39,CMMD
3355,4.39,CMMD
3356,4.39,CMMD
3357,4.39,CMMD
3358,4.39,CMMD
3359,4.39,CMMD
3360,4.39,CMMD
3361,4.39,CMMD
3362,4.39,CMMD
3363,4.39,CMMD
3364,4.39,CMMD
3365,4.39,CMMD
3366,4.39,CMMD
3367,4.39,CMMD
3368,4.39,CMMD
3369,4.39,CMMD
3370,4.39,CMMD
3371,4.39,CMMD
3372,4.39,CMMD
3373,4.39,CMMD
3374,4.39,CMMD
3375,4.39,CMMD
3376,4.39,CMMD
3377,4.39,CMMD
3378,4.39,CMMD
3379,4.39,CMMD
3380,4.39,CMMD
3381,4.39,CMMD
3382,4.39,CMMD
3383,4.39,CMMD
3384,4.39,CMMD
3385,4.39,CMMD
3386,4.39,CMMD
3387,4.39,CMMD
3388,4.39,CMMD
3389,4.39,CMMD
3390,4.39,CMMD
3391,4.39,CMMD
3392,4.39,CMMD
3393,4.39,CMMD
3394,4.39,CMMD
3395,4.39,CMMD
3396,4.39,CMMD
3397,4.39,CMMD
3398,4.39,CMMD
3399,4.39,CMMD
3400,4.39,CMMD
3401,4.39,CMMD
3402,4.39,CMMD
3403,4.39,CMMD
3404,4.39,CMMD
3405,4.39,CMMD
3406,4.39,CMMD
3407,4.39,CMMD
3408,4.39,CMMD
3409,4.39,CMMD
3410,4.39,CMMD
3411,4.39,CMMD
3412,4.39,CMMD
3413,4.39,CMMD
3414,4.39,CMMD
3415,4.39,CMMD
3416,4.39,CMMD
3417,4.39,CMMD
3418,4.39,CMMD
3419,4.39,CMMD
3420,4.39,CMMD
3421,4.39,CMMD
3422,4.39,CMMD
3423,4.39,CMMD
3424,4.39,CMMD
3425,4.39,CMMD
3426,4.39,CMMD
3427,4.39,CMMD
3428,4.39,CMMD
3429,4.39,CMMD
3430,4.39,CMMD
3431,4.39,CMMD
3432,4.39,CMMD
3433,4.39,CMMD
3434,4.39,CMMD
3435,4.39,CMMD
3436,4.39,CMMD
3437,4.39,CMMD
3438,4.39,CMMD
3439,4.39,CMMD
3440,4.39,CMMD
3441,4.39,CMMD
3442,4.39,CMMD
3443,4.39,CMMD
3444,4.39,CMMD
3445,4.39,CMMD
3446,4.39,CMMD
3447,4.39,CMMD
3448,4.39,CMMD
3449,4.39,CMMD
3450,4.39,CMMD
3451,4.39,CMMD
3452,4.39,CMMD
3453,4.39,CMMD
3454,4.39,CMMD
3455,4.39,CMMD
3456,4.39,CMMD
3457,4.39,CMMD
3458,4.39,CMMD
3459,4.39,CMMD
3460,4.39,CMMD
3461,4.39,CMMD
3462,4.39,CMMD
3463,4.39,CMMD
3464,4.39,CMMD
3465,4.39,CMMD
3466,4.39,CMMD
3467,4.39,CMMD
3468,4.39,CMMD
3469,4.39,CMMD
3470,4.39,CMMD
3471,4.39,CMMD
3472,4.39,CMMD
3473,4.39,CMMD
3474,4.39,CMMD
3475,4.39,CMMD
3476,4.39,CMMD
3477,4.39,CMMD
3478,4.39,CMMD
3479,4.39,CMMD
3480,4.39,CMMD
3481,4.39,CMMD
3482,4.39,CMMD
3483,4.39,CMMD
3484,4.39,CMMD
3485,4.39,CMMD
3486,4.39,CMMD
3487,4.39,CMMD
3488,4.39,CMMD
3489,4.39,CMMD
3490,4.39,CMMD
3491,4.39,CMMD
3492,4.39,CMMD
3493,4.39,CMMD
3494,4.39,CMMD
3495,4.39,CMMD
3496,4.39,CMMD
3497,4.39,CMMD
3498,4.39,CMMD
3499,4.39,CMMD
3500,4.39,CMMD
3501,4.39,CMMD
3502,4.39,CMMD
3503,4.39,CMMD
3504,4.39,CMMD
3505,4.39,CMMD
3506,4.39,CMMD
3507,4.39,CMMD
3508,4.39,CMMD
3509,4.39,CMMD
3510,4.39,CMMD
3511,4.39,CMMD
3512,4.39,CMMD
3513,4.39,CMMD
3514,4.39,CMMD
3515,4.39,CMMD
3516,4.39,CMMD
3517,4.39,CMMD
3518,4.39,CMMD
3519,4.39,CMMD
3520,4.39,CMMD
3521,4.39,CMMD
3522,4.39,CMMD
3523,4.39,CMMD
3524,4.39,CMMD
3525,4.39,CMMD
3526,4.39,CMMD
3527,4.39,CMMD
3528,4.39,CMMD
3529,4.39,CMMD
3530,4.39,CMMD
3531,4.39,CMMD
3532,4.39,CMMD
3533,4.39,CMMD
3534,4.39,CMMD
3535,4.39,CMMD
3536,4.39,CMMD
3537,4.39,CMMD
3538,4.39,CMMD
3539,4.39,CMMD
3540,4.39,CMMD
3541,4.39,CMMD
3542,4.39,CMMD
3543,4.39,CMMD
3544,4.39,CMMD
3545,4.39,CMMD
3546,4.39,CMMD
3547,4.39,CMMD
3548,4.39,CMMD
3549,4.39,CMMD
3550,4.39,CMMD
3551,4.39,CMMD
3552,4.39,CMMD
3553,4.39,CMMD
3554,4.39,CMMD
3555,4.39,CMMD
3556,4.39,CMMD
3557,4.39,CMMD
3558,4.39,CMMD
3559,4.39,CMMD
3560,4.39,CMMD
3561,4.39,CMMD
3562,4.39,CMMD
3563,4.39,CMMD
3564,4.39,CMMD
3565,4.39,CMMD
3566,4.39,CMMD
3567,4.39,CMMD
3568,4.39,CMMD
3569,4.39,CMMD
3570,4.39,CMMD
3571,4.39,CMMD
3572,4.39,CMMD
3573,4.39,CMMD
3574,4.39,CMMD
3575,4.39,CMMD
3576,4.39,CMMD
3577,4.39,CMMD
3578,4.39,CMMD
3579,4.39,CMMD
