size_mb,database
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
0.15,Ultrasound_breast_classification
